assertion_id,pathway_id,node_ref,element_type,element_name,slot,mods,mode,flags,assertion_class,schedule_bearing,library_value
ov-pds:n4.b1.n0:n_cycles,ov-pds,n4.b1.n0,phase,"Bevacizumab (Avastin) maintenance, if used",Phase 5 (Targeted therapy; cycles) [branch: No BRCA mutation and HRD-negative],Targeted therapy,cycles,optional; off by default,n_cycles,Y,16
ov-pds:n4.b1.n1:agents,ov-pds,n4.b1.n1,phase,"Niraparib (Zejula) tablets, if recommended",Phase 6 (Targeted therapy; daily) [branch: No BRCA mutation and HRD-negative],Targeted therapy,daily,optional; off by default,agents,Y,"Niraparib (Zejula) tablets, if recommended [Niraparib] {Targeted therapy} [branch: No BRCA mutation and HRD-negative]"
ov-pds:n4.b1.n1:duration,ov-pds,n4.b1.n1,phase,"Niraparib (Zejula) tablets, if recommended",Phase 6 (Targeted therapy; daily) [branch: No BRCA mutation and HRD-negative],Targeted therapy,daily,optional; off by default,duration,Y,156 weeks (daily)
ov-pds:n4.b1.n2:agents,ov-pds,n4.b1.n2,phase,Surveillance,Phase 7 (Surveillance; ongoing) [branch: No BRCA mutation and HRD-negative],Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance} [branch: No BRCA mutation and HRD-negative]
ov-pds:n4.b1.n2:frequency_text,ov-pds,n4.b1.n2,phase,Surveillance,Phase 7 (Surveillance; ongoing) [branch: No BRCA mutation and HRD-negative],Surveillance,ongoing,open-ended,frequency_text,N,"Visits, blood tests (CA-125), and scans every 3 months at first"
ov-pds:pathway:sequence,ov-pds,pathway,pathway,"Surgery first, carboplatin + paclitaxel ×6, then maintenance by BRCA / HRD result",Sequence of steps,,,,sequence,N,"Surgery (debulking) -> Healing after surgery -> Carboplatin + paclitaxel -> Bevacizumab (Avastin), if used -> Decision(Tumor test result (BRCA and HRD)){BRCA mutation or HRD-positive: [Olaparib (Lynparza) tablets for 2 years -> Niraparib (Zejula) tablets for 3 years]; No BRCA mutation and HRD-negative: [Bevacizumab (Avastin) maintenance, if used -> Niraparib (Zejula) tablets, if recommended -> Surveillance]}"
usc-her2:n0:procedure_identity,usc-her2,n0,procedure,Surgery (hysterectomy and removal of visible cancer),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (hysterectomy and removal of visible cancer) {Surgery}
usc-her2:n1:interval_duration,usc-her2,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,4 weeks (Healing after surgery)
usc-her2:n2:agents,usc-her2,n2,phase,Carboplatin + paclitaxel + trastuzumab (Herceptin),Phase 1 (Chemotherapy; Targeted therapy; cycles),Chemotherapy; Targeted therapy,cycles,,agents,Y,Carboplatin + paclitaxel + trastuzumab (Herceptin) [Carbo + paclitaxel + trastuzumab] {Chemotherapy; Targeted therapy}
usc-her2:n2:cycle_length,usc-her2,n2,phase,Carboplatin + paclitaxel + trastuzumab (Herceptin),Phase 1 (Chemotherapy; Targeted therapy; cycles),Chemotherapy; Targeted therapy,cycles,,cycle_length,Y,21 days
usc-her2:n2:n_cycles,usc-her2,n2,phase,Carboplatin + paclitaxel + trastuzumab (Herceptin),Phase 1 (Chemotherapy; Targeted therapy; cycles),Chemotherapy; Targeted therapy,cycles,,n_cycles,Y,6
usc-her2:n3:agents,usc-her2,n3,phase,Trastuzumab maintenance,Phase 2 (Targeted therapy; ongoing),Targeted therapy,ongoing,open-ended,agents,Y,Trastuzumab maintenance [Trastuzumab] {Targeted therapy}
usc-her2:n3:frequency_text,usc-her2,n3,phase,Trastuzumab maintenance,Phase 2 (Targeted therapy; ongoing),Targeted therapy,ongoing,open-ended,frequency_text,N,"By IV every 3 weeks, for as long as it keeps working"
usc-her2:pathway:sequence,usc-her2,pathway,pathway,"Surgery, carboplatin + paclitaxel + trastuzumab ×6, then trastuzumab maintenance (HER2-positive uterine serous)",Sequence of steps,,,,sequence,N,Surgery (hysterectomy and removal of visible cancer) -> Healing after surgery -> Carboplatin + paclitaxel + trastuzumab (Herceptin) -> Trastuzumab maintenance
gog258:n0:procedure_identity,gog258,n0,procedure,Surgery (hysterectomy and staging),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (hysterectomy and staging) {Surgery}
gog258:n1:interval_duration,gog258,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,4 weeks (Healing after surgery)
gog258:n2:agents,gog258,n2,phase,Carboplatin + paclitaxel,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Carboplatin + paclitaxel [Carboplatin + paclitaxel] {Chemotherapy}
gog258:n2:cycle_length,gog258,n2,phase,Carboplatin + paclitaxel,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,21 days
gog258:n2:n_cycles,gog258,n2,phase,Carboplatin + paclitaxel,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,6
gog258:n3:agents,gog258,n3,phase,Vaginal brachytherapy (if recommended),Phase 2 (Radiation; cycles),Radiation,cycles,optional; off by default,agents,Y,Vaginal brachytherapy (if recommended) [Brachytherapy] {Radiation}
gog258:n3:cycle_length,gog258,n3,phase,Vaginal brachytherapy (if recommended),Phase 2 (Radiation; cycles),Radiation,cycles,optional; off by default,cycle_length,Y,7 days
gog258:n3:n_cycles,gog258,n3,phase,Vaginal brachytherapy (if recommended),Phase 2 (Radiation; cycles),Radiation,cycles,optional; off by default,n_cycles,Y,3
gog258:n4:agents,gog258,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
gog258:n4:frequency_text,gog258,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Visits and exams every 3 months at first, scans as needed"
gog258:pathway:sequence,gog258,pathway,pathway,"Surgery, then carboplatin + paclitaxel ×6 (GOG-258)",Sequence of steps,,,,sequence,N,Surgery (hysterectomy and staging) -> Healing after surgery -> Carboplatin + paclitaxel -> Vaginal brachytherapy (if recommended) -> Surveillance
ov-nact:n0:agents,ov-nact,n0,phase,Carboplatin + paclitaxel (before surgery),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Carboplatin + paclitaxel (before surgery) [Carboplatin + paclitaxel] {Chemotherapy}
ov-nact:n0:cycle_length,ov-nact,n0,phase,Carboplatin + paclitaxel (before surgery),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,21 days
ov-nact:n0:n_cycles,ov-nact,n0,phase,Carboplatin + paclitaxel (before surgery),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,3
ov-nact:n1:procedure_identity,ov-nact,n1,procedure,Interval surgery (debulking),Procedure (Surgery),Surgery,,,procedure_identity,N,Interval surgery (debulking) {Surgery}
ov-nact:n2:interval_duration,ov-nact,n2,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,4 weeks (Healing after surgery)
ov-nact:n3:agents,ov-nact,n3,phase,Carboplatin + paclitaxel (after surgery),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Carboplatin + paclitaxel (after surgery) [Carboplatin + paclitaxel] {Chemotherapy}
ov-nact:n3:cycle_length,ov-nact,n3,phase,Carboplatin + paclitaxel (after surgery),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,21 days
ov-nact:n3:n_cycles,ov-nact,n3,phase,Carboplatin + paclitaxel (after surgery),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,3
ov-nact:n4:agents,ov-nact,n4,phase,"Bevacizumab (Avastin), if used",Phase 3 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,agents,Y,"Bevacizumab (Avastin), if used [Bevacizumab] {Targeted therapy}"
ov-nact:n4:cycle_length,ov-nact,n4,phase,"Bevacizumab (Avastin), if used",Phase 3 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,cycle_length,Y,21 days
ov-nact:n4:n_cycles,ov-nact,n4,phase,"Bevacizumab (Avastin), if used",Phase 3 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,n_cycles,Y,3
ov-nact:n5:decision_condition,ov-nact,n5,decision,Tumor test result (BRCA and HRD),Decision 1,,,,decision_condition,N,What did the tumor's gene tests show?
ov-nact:n5:branch_set,ov-nact,n5,decision,Tumor test result (BRCA and HRD),Decision 1,,,,branch_set,N,BRCA mutation or HRD-positive | No BRCA mutation and HRD-negative
ov-nact:n5.b0.n0:agents,ov-nact,n5.b0.n0,phase,Olaparib (Lynparza) tablets for 2 years,Phase 4 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional,agents,Y,Olaparib (Lynparza) tablets for 2 years [Olaparib] {Targeted therapy} [branch: BRCA mutation or HRD-positive]
ov-nact:n5.b0.n0:duration,ov-nact,n5.b0.n0,phase,Olaparib (Lynparza) tablets for 2 years,Phase 4 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional,duration,Y,104 weeks (daily)
ov-nact:n5.b0.n1:agents,ov-nact,n5.b0.n1,phase,Niraparib (Zejula) tablets for 3 years,Phase 5 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional; off by default,agents,Y,Niraparib (Zejula) tablets for 3 years [Niraparib] {Targeted therapy} [branch: BRCA mutation or HRD-positive]
ov-nact:n5.b0.n1:duration,ov-nact,n5.b0.n1,phase,Niraparib (Zejula) tablets for 3 years,Phase 5 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional; off by default,duration,Y,156 weeks (daily)
ov-nact:n5.b1.n0:agents,ov-nact,n5.b1.n0,phase,"Bevacizumab (Avastin) maintenance, if used",Phase 6 (Targeted therapy; cycles) [branch: No BRCA mutation and HRD-negative],Targeted therapy,cycles,optional; off by default,agents,Y,"Bevacizumab (Avastin) maintenance, if used [Bevacizumab] {Targeted therapy} [branch: No BRCA mutation and HRD-negative]"
ov-nact:n5.b1.n0:cycle_length,ov-nact,n5.b1.n0,phase,"Bevacizumab (Avastin) maintenance, if used",Phase 6 (Targeted therapy; cycles) [branch: No BRCA mutation and HRD-negative],Targeted therapy,cycles,optional; off by default,cycle_length,Y,21 days
ov-nact:n5.b1.n0:n_cycles,ov-nact,n5.b1.n0,phase,"Bevacizumab (Avastin) maintenance, if used",Phase 6 (Targeted therapy; cycles) [branch: No BRCA mutation and HRD-negative],Targeted therapy,cycles,optional; off by default,n_cycles,Y,16
ov-nact:n5.b1.n1:agents,ov-nact,n5.b1.n1,phase,"Niraparib (Zejula) tablets, if recommended",Phase 7 (Targeted therapy; daily) [branch: No BRCA mutation and HRD-negative],Targeted therapy,daily,optional; off by default,agents,Y,"Niraparib (Zejula) tablets, if recommended [Niraparib] {Targeted therapy} [branch: No BRCA mutation and HRD-negative]"
ov-nact:n5.b1.n1:duration,ov-nact,n5.b1.n1,phase,"Niraparib (Zejula) tablets, if recommended",Phase 7 (Targeted therapy; daily) [branch: No BRCA mutation and HRD-negative],Targeted therapy,daily,optional; off by default,duration,Y,156 weeks (daily)
ov-nact:n5.b1.n2:agents,ov-nact,n5.b1.n2,phase,Surveillance,Phase 8 (Surveillance; ongoing) [branch: No BRCA mutation and HRD-negative],Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance} [branch: No BRCA mutation and HRD-negative]
ov-nact:n5.b1.n2:frequency_text,ov-nact,n5.b1.n2,phase,Surveillance,Phase 8 (Surveillance; ongoing) [branch: No BRCA mutation and HRD-negative],Surveillance,ongoing,open-ended,frequency_text,N,"Visits, blood tests (CA-125), and scans every 3 months at first"
ov-nact:pathway:sequence,ov-nact,pathway,pathway,"Carboplatin + paclitaxel ×3, interval debulking surgery, ×3 more, then maintenance by BRCA / HRD result",Sequence of steps,,,,sequence,N,"Carboplatin + paclitaxel (before surgery) -> Interval surgery (debulking) -> Healing after surgery -> Carboplatin + paclitaxel (after surgery) -> Bevacizumab (Avastin), if used -> Decision(Tumor test result (BRCA and HRD)){BRCA mutation or HRD-positive: [Olaparib (Lynparza) tablets for 2 years -> Niraparib (Zejula) tablets for 3 years]; No BRCA mutation and HRD-negative: [Bevacizumab (Avastin) maintenance, if used -> Niraparib (Zejula) tablets, if recommended -> Surveillance]}"
gy018:n0:procedure_identity,gy018,n0,procedure,Surgery (hysterectomy and removal of visible cancer),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (hysterectomy and removal of visible cancer) {Surgery}
gy018:n1:interval_duration,gy018,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,4 weeks (Healing after surgery)
gy018:n2:agents,gy018,n2,phase,Carboplatin + paclitaxel + pembrolizumab (Keytruda),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,agents,Y,Carboplatin + paclitaxel + pembrolizumab (Keytruda) [Carbo + paclitaxel + immunotherapy] {Chemotherapy; Immunotherapy}
gy018:n2:cycle_length,gy018,n2,phase,Carboplatin + paclitaxel + pembrolizumab (Keytruda),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,cycle_length,Y,21 days
gy018:n2:n_cycles,gy018,n2,phase,Carboplatin + paclitaxel + pembrolizumab (Keytruda),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,n_cycles,Y,6
gy018:n3:agents,gy018,n3,phase,Pembrolizumab maintenance,Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab maintenance [Pembrolizumab] {Immunotherapy}
gy018:n3:cycle_length,gy018,n3,phase,Pembrolizumab maintenance,Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,42 days
gy018:n3:n_cycles,gy018,n3,phase,Pembrolizumab maintenance,Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,14
gy018:n4:agents,gy018,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
gy018:n4:frequency_text,gy018,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Visits and scans every 3 to 6 months
gy018:pathway:sequence,gy018,pathway,pathway,"Surgery, carboplatin + paclitaxel + pembrolizumab ×6, then pembrolizumab maintenance (NRG-GY018)",Sequence of steps,,,,sequence,N,Surgery (hysterectomy and removal of visible cancer) -> Healing after surgery -> Carboplatin + paclitaxel + pembrolizumab (Keytruda) -> Pembrolizumab maintenance -> Surveillance
portec3:n0:procedure_identity,portec3,n0,procedure,Surgery (hysterectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (hysterectomy) {Surgery}
portec3:n1:interval_duration,portec3,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
portec3:n2:agents,portec3,n2,phase,Pelvic radiation with cisplatin,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Pelvic radiation with cisplatin [Radiation + cisplatin] {Radiation; Chemotherapy}
portec3:n2:duration,portec3,n2,phase,Pelvic radiation with cisplatin,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,6 weeks (weekdays)
portec3:n3:interval_duration,portec3,n3,interval,Recovery,Interval: Recovery,,,,interval_duration,Y,3 weeks (Recovery)
portec3:n4:agents,portec3,n4,phase,Carboplatin + paclitaxel,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Carboplatin + paclitaxel [Carboplatin + paclitaxel] {Chemotherapy}
portec3:n4:cycle_length,portec3,n4,phase,Carboplatin + paclitaxel,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,21 days
portec3:n4:n_cycles,portec3,n4,phase,Carboplatin + paclitaxel,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,4
portec3:n5:agents,portec3,n5,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
portec3:n5:frequency_text,portec3,n5,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Visits and exams every 3 to 6 months, scans if needed"
portec3:pathway:sequence,portec3,pathway,pathway,"Surgery, radiation with cisplatin, then carboplatin + paclitaxel ×4 (PORTEC-3)",Sequence of steps,,,,sequence,N,Surgery (hysterectomy) -> Healing after surgery -> Pelvic radiation with cisplatin -> Recovery -> Carboplatin + paclitaxel -> Surveillance
